id,title,type,district_n
66982,Khalte Hp,Basic Health Service Centre,Dhading
66983,Murali Bhanjyang Hp,Basic Health Service Centre,Dhading
67095,Aarughat Hospital,Basic Hospital (5 to 15 beds),Dhading
67126,Kusunde  Chu,Basic Health Service Centre,Dhading
67132,Gumdi Health Post,Basic Health Service Centre,Dhading
67135,Kichet Community Health Unit,Basic Health Service Centre,Dhading
67136,"Nagarik Aarogya Sewa Kendra, Jugedi Dhading",Basic Ayurveda Service Centre,Dhading
67181,Karang Community Health Unit,Basic Health Service Centre,Dhading
13844,Aampipal SHP,Health Post,Gorkha
13845,Aampipal Hospital,Hospital,Gorkha
13846,Aaruarbang SHP,Health Post,Gorkha
13847,Aaruchanuate PHC,Primary Health Care Center,Gorkha
13848,Aarupokhari SHP,Health Post,Gorkha
13849,Rural Health & Social Upliftment Centre,Clinic,Gorkha
13850,Asrang SHP,Health Post,Gorkha
13851,Baguwa SHP,Health Post,Gorkha
13852,Bakrang SHP,Health Post,Gorkha
13853,Mirkote SHP,Health Post,Gorkha
13854,Bhumlichok SHP,Health Post,Gorkha
13855,Bihi Sub Health Post,Health Post,Gorkha
13856,Borlang SHP,Health Post,Gorkha
13857,Bunkot HP,Health Post,Gorkha
13858,Chhaikampar Health Post,Health Post,Gorkha
13859,Chhoprak SHP,Health Post,Gorkha
13860,Chunchet Sub Health Post,Health Post,Gorkha
13861,Chyangli SHP,Health Post,Gorkha
13862,Darbhung SHP,Health Post,Gorkha
13864,Dhawa SHP,Health Post,Gorkha
13865,Dhuwakot HP,Health Post,Gorkha
13867,Fujel SHP,Health Post,Gorkha
13868,Gaikhur SHP,Health Post,Gorkha
13869,Gakhu SHP,Health Post,Gorkha
13870,Ghairung SHP,Health Post,Gorkha
13871,Ghyachhok SHP,Health Post,Gorkha
13872,Ghyalchok SHP,Health Post,Gorkha
13873,Gumda HP,Health Post,Gorkha
13874,Hanspur HP,Health Post,Gorkha
13875,Bhachhek Community Hospital,Hospital,Gorkha
13876,Harmi SHP,Health Post,Gorkha
13877,Jaubari PHC,Primary Health Care Center,Gorkha
13878,Kashigaun Sub Health Post,Health Post,Gorkha
13879,Kerabari SHP,Health Post,Gorkha
13880,Kerauja HP (Manbu),Health Post,Gorkha
13881,Kharibot SHP,Health Post,Gorkha
13882,Khoplang SHP,Health Post,Gorkha
13883,Baddanda HP,Health Post,Gorkha
13884,Laprak SHP,Health Post,Gorkha
13885,Lapu SHP,Health Post,Gorkha
13886,Lho Sub Health Post,Health Post,Gorkha
13887,Manakamana SHP,Health Post,Gorkha
13888,Kerauja Health Post,Health Post,Gorkha
13889,Khanchowk HP,Health Post,Gorkha
13890,Muchhok SHP,Health Post,Gorkha
13891,Namjung SHP,Health Post,Gorkha
13893,Panchkhuwa Deurali SHP,Health Post,Gorkha
13894,Pandrung SHP,Health Post,Gorkha
13901,Larkebazar Health Post,Health Post,Gorkha
13902,Samagaun Sub Health Post,Health Post,Gorkha
13903,Saurpani SHP,Health Post,Gorkha
13904,Shreenathkot SHP,Health Post,Gorkha
13905,Simjung SHP,Health Post,Gorkha
13906,Sirdibas SHP,Health Post,Gorkha
13907,Swara SHP,Health Post,Gorkha
13908,Taklung SHP,Health Post,Gorkha
13909,Takukot SHP,Health Post,Gorkha
13910,Takumajhalakuri HP,Health Post,Gorkha
13911,Tandrang SHP,Health Post,Gorkha
13912,Makaising PHC,Primary Health Care Center,Gorkha
13913,Tanglichok SHP,Health Post,Gorkha
13915,Thalajung SHP,Health Post,Gorkha
13916,Thumi SHP,Health Post,Gorkha
13917,Uhiya SHP,Health Post,Gorkha
13918,Warpak SHP,Health Post,Gorkha
16272,pharmacy bungkot,Pharmacy,Gorkha
16273,Bungkot Hospital,Hospital,Gorkha
16661,Amppipal,Hospital,Gorkha
16664,Hospital,Pharmacy,Gorkha
29506,Khoplang Health Post,Health Post,Gorkha
29509,Thantipokhari Birthing Center,Health Post,Gorkha
29510,Palungtar Ayurved Ausadhalaya,Health Post,Gorkha
29988,Upakar Medical Hall,Pharmacy,Gorkha
29989,Roka Pharmacy,Pharmacy,Gorkha
29990,Tej Pharmacy And Dr Clinic,Clinic,Gorkha
29991,Acharya Health Center,Pharmacy,Gorkha
29992,Anjan Dental Care,Dental Clinic,Gorkha
29993,RadhaKrishna Pharmacy And Dr Clinic,Clinic,Gorkha
29996,Lig Lig Palungtar Health Clinic,Pharmacy,Gorkha
30065,Okhreni Health Unit,Primary Health Care Center,Gorkha
30066,Dharapani Health Unit,Primary Health Care Center,Gorkha
30067,Chorkate Health Unit,Health Post,Gorkha
30068,Simle Health Unit,Primary Health Care Center,Gorkha
33851,Home Town Medical Hall,Pharmacy,Gorkha
45177,Raniswara Health Post,Health Post,Gorkha
45178,Taple Health Post,Health Post,Gorkha
45179,Kokhe Aahale Urban Health Center,,44
45180,Arusara Urban Health Center,,44
45181,Finam Health Post,Health Post,Gorkha
45182,Nareswor Health Post,Health Post,Gorkha
45183,Ghalang Urban Health Center,,44
45184,Paslang Urban Health Center,,44
45185,Laxmi Bazar Urban Health Center,,44
45186,Gorkha Memorial Hospital Pvt.Ltd,General Hospital,Gorkha
45187,Prithivi Narayan Community Hospital,General Hospital,Gorkha
45188,Manakamana Medical Hall,Clinic (Eye/Medical),Gorkha
45189,Chhebetar Urban Health Center,,44
45190,Tara Nagar Health Post,Health Post,Gorkha
45191,Deurali Health Post,Health Post,Gorkha
45192,Pyuggharbesi Nagar Swasthye Akai,,44
45193,Aadharbhut Swasthye Kendra Simalgairi,Health Post,Gorkha
45194,Gorkha Municipality 7 Primary Health Center,,44
45195,Aama Baa Hospital,General Hospital,Gorkha
45196,Simle Health Post,Health Post,Gorkha
45197,Clinic,,44
45198,Gorkha Hospital,,44
45199,Sagar Pharmacy,,Gorkha
45200,Gorkha Apollo Hospital,,44
45201,Lion Eye Hospital,,44
45202,Aryal Pharmacy,,Gorkha
45203,Hospital Pharmacy,,Gorkha
45204,Dhakal Medical,,Gorkha
45205,Badri Medical Hall,,Gorkha
45206,Gorkha Pharma,,44
45207,Aryal Medical Hall,,Gorkha
45208,Shrijana Pharmacy,,Gorkha
45209,Shrestha Medico Pharma,,44
45210,Baniya Pharmacy,,Gorkha
56941,Larkebazaar Health Post,Basic Health Service Centre,Gorkha
56942,Samagaun Health Post,Basic Health Service Centre,Gorkha
56943,Sirdibas Health Post,Basic Health Service Centre,Gorkha
56944,Simjung Hp,Basic Health Service Centre,Gorkha
56945,Saurpani Health Post,Basic Health Service Centre,Gorkha
56946,Swara Health Post,Basic Health Service Centre,Gorkha
56947,Takukot Health Post,Basic Health Service Centre,Gorkha
56948,Barpak Health Post,Basic Health Service Centre,Gorkha
56949,Uhiya Hp,Basic Health Service Centre,Gorkha
56950,Thumi Health Post,Basic Health Service Centre,Gorkha
56951,Tandrang Health Post,Basic Health Service Centre,Gorkha
56952,Shreenathkot Health Post,Basic Health Service Centre,Gorkha
56953,Thalajung Health Post,Basic Health Service Centre,Gorkha
56954,Raniswara Health Post,Basic Health Service Centre,Gorkha
56955,Taklung Heath Post Gorkha,Basic Health Service Centre,Gorkha
56956,Tanglichok Health Post,Basic Health Service Centre,Gorkha
59035,Bhumlichok Hp,Health Post,Gorkha
61101,Lihi Chu (Can),Basic Health Service Centre,Gorkha
61102,Prok Chu (Can),Health Clinic,Gorkha
61103,Chumling Chu (Can),Basic Health Service Centre,Gorkha
61104,Sipcheat Chu (Can),Basic Health Service Centre,Gorkha
64472,Sahid Smriti Basic Hospital,Basic Hospital (5 to 15 beds),Gorkha
64473,Baguwa Health Post,Basic Health Service Centre,Gorkha
64474,Dhawa Health Post,Basic Health Service Centre,Gorkha
64475,Khanchok Health Post,Basic Health Service Centre,Gorkha
64476,Baddanda Hp,Basic Health Service Centre,Gorkha
64477,Chyangli Hp,Basic Health Service Centre,Gorkha
64478,Dhunwakot Hp,Basic Health Service Centre,Gorkha
64479,Gaikhur Hp,Basic Health Service Centre,Gorkha
64480,Khoplang Hp,Basic Health Service Centre,Gorkha
64481,Mirkot Hp,Basic Health Service Centre,Gorkha
64482,Aampipal Hospital,General Hospital,Gorkha
65614,Okhle Basic Health Service Center,Basic Health Service Centre,Gorkha
65623,Mandre Basic Health Survice Centre,Basic Health Service Centre,Gorkha
65629,Thantipokhari Bc,Basic Health Service Centre,Gorkha
65630,Hawaiground Uhc,Basic Health Service Centre,Gorkha
65631,Khatritar Uhc,Basic Health Service Centre,Gorkha
65634,Haattigauda Uhc,Basic Health Service Centre,Gorkha
65636,Sera Chu,Basic Health Service Centre,Gorkha
65640,Kamaltar Uhc,Basic Health Service Centre,Gorkha
65644,Kotgadhi Bhc,Basic Health Service Centre,Gorkha
65935,Masel  Community Health Unit,Basic Health Service Centre,Gorkha
66076,Chapabhanjyang Uhc,Basic Health Service Centre,Gorkha
66077,Dumredanda Uhc,Basic Health Service Centre,Gorkha
66100,Nyak Chu,Basic Health Service Centre,Gorkha
66502,Jagat Community Health Unit,Basic Health Service Centre,Gorkha
66503,Lokpa Community Health Unit,Basic Health Service Centre,Gorkha
66505,Laar Community Health Unit,Basic Health Service Centre,Gorkha
66506,Shyo Community Health Unit,Basic Health Service Centre,Gorkha
66905,Nile Chu (Can),Basic Health Service Centre,Gorkha
66980,Chimchok Community Health Unit,Basic Health Service Centre,Gorkha
66981,Phulakharka Gramin Hospital,Basic Hospital (5 to 15 beds),Gorkha
66986,Ree Health Post,Basic Health Service Centre,Gorkha
66987,Ganesh Himal Health Care,Basic Health Service Centre,Gorkha
66988,Tajimrang Community Health Unit,Basic Health Service Centre,Gorkha
66990,Kichet Chu,Basic Health Service Centre,Gorkha
67075,Bihi Health Post,Basic Health Service Centre,Gorkha
67076,Chhekampar Health Post,Basic Health Service Centre,Gorkha
67077,Chumchet Health Post,Basic Health Service Centre,Gorkha
67078,Lho Health Post,Basic Health Service Centre,Gorkha
67079,Lapu Majhgaun Chu,Basic Health Service Centre,Gorkha
67080,Gumda Hp,Basic Health Service Centre,Gorkha
67081,Kerauja Hp,Basic Health Service Centre,Gorkha
67082,Aaruarbang Health Post,Basic Health Service Centre,Gorkha
67083,Aarupokhari Health Post,Basic Health Service Centre,Gorkha
67084,Kerauja (Manbu) Health Post,Basic Health Service Centre,Gorkha
67085,Aaruchanaute Primary Health Care Center,Basic Hospital (5 to 15 beds),Gorkha
67086,Manakamana Basic Health Service Center,Basic Health Service Centre,Gorkha
67087,Bakrang Health Post,Basic Health Service Centre,Gorkha
67088,Bunkot Health Post,Basic Health Service Centre,Gorkha
67089,Ghairung Health Post,Basic Health Service Centre,Gorkha
67090,Manakamana Health Post,Basic Health Service Centre,Gorkha
67091,Namjung Health Post,Basic Health Service Centre,Gorkha
67092,Ghyalchok Basic Health Centre,Basic Health Service Centre,Gorkha
67093,Koldanda Chu,Basic Health Service Centre,Gorkha
67094,Satdobato Health Center,Basic Health Service Centre,Gorkha
67096,Thalchok Basic Health Care Center,Basic Health Service Centre,Gorkha
67097,Shyamrang Basic Health Care Center,Basic Health Service Centre,Gorkha
67098,Kalleri Basic Health Care Center,Basic Health Service Centre,Gorkha
67099,Dandagaun Basic Health Care Center,Basic Health Service Centre,Gorkha
67100,Churung Community Health Unit,Basic Health Service Centre,Gorkha
67101,Oyak Community Health Unit,Basic Health Service Centre,Gorkha
67102,Patlekharka Community Health Unit,Basic Health Service Centre,Gorkha
67103,Khorla  Gau Chu,Basic Health Service Centre,Gorkha
67104,Chorkate Basic Health Center,Basic Health Service Centre,Gorkha
67105,Simle Community Health Unit,Basic Health Service Centre,Gorkha
67106,Bayapani Community Health Unit,Basic Health Service Centre,Gorkha
67107,Taklung Basic Health Centre,Basic Health Service Centre,Gorkha
67108,Bungkot Basic Health Centre,Basic Health Service Centre,Gorkha
67109,Chautara Community Health Unit,Basic Health Service Centre,Gorkha
67110,Baluwa Birthing Centre,Basic Health Service Centre,Gorkha
67111,Aprik Community Health Unit,Basic Health Service Centre,Gorkha
67112,Dunla Chu,Basic Health Service Centre,Gorkha
67113,Samdo Chu (Can),Basic Health Service Centre,Gorkha
67114,Lamabeshi Chu,Basic Health Service Centre,Gorkha
67115,Badridanda Chu,Super Specialized Hospital,Gorkha
67121,Hulchuk Chu,Basic Health Service Centre,Gorkha
67122,Singla  Chu,Basic Health Service Centre,Gorkha
67123,Kashigaun Hp,Basic Health Service Centre,Gorkha
67124,Laprak Hp,Basic Health Service Centre,Gorkha
67125,Lapu Hp,Basic Health Service Centre,Gorkha
67127,Dhansera Chu,Basic Health Service Centre,Gorkha
67128,Yarsha Chu,Basic Health Service Centre,Gorkha
67129,Bhirkuna Chu,Basic Health Service Centre,Gorkha
67130,Lapsobot Chu,Basic Health Service Centre,Gorkha
67131,Runchet Chu,Basic Health Service Centre,Gorkha
67133,Budhashing Chu,Basic Health Service Centre,Gorkha
67134,Khimpu Chu,Basic Health Service Centre,Gorkha
67138,Gaikhur Urban Health Centre,Basic Health Service Centre,Gorkha
68189,Pangsing Chu,Basic Health Service Centre,Gorkha
11041,Panchakanya Community Hospital,Hospital,Nuwakot
11042,Nuwakot Hospital Pvt Ltd,Hospital,Nuwakot
11043,Deurali PHC,Primary Health Care Center,Nuwakot
11044,Kakani PHC,Primary Health Care Center,Nuwakot
11045,Kharanitar PHC,Primary Health Care Center,Nuwakot
14387,Bageswori Chokade SHP,Health Post,Nuwakot
14388,Balkumari SHP,Health Post,Nuwakot
14389,Barsunchet SHP,Health Post,Nuwakot
14390,Belkot HP,Health Post,Nuwakot
14391,Beteni SHP,Health Post,Nuwakot
14392,Bhadratar HP,Health Post,Nuwakot
14393,Bhalche SHP,Health Post,Nuwakot
14394,Lions Dental Clinic,Dental Clinic,Nuwakot
14395,Marie Stopes Centre,Other,Nuwakot
14396,Nuwakot HP,Health Post,Nuwakot
14397,Budhasing HP,Health Post,Nuwakot
14398,Thap Budhasing SHP,Health Post,Nuwakot
14399,Bungtang SHP,Health Post,Nuwakot
14400,Charghare SHP,Health Post,Nuwakot
14401,Chaturale HP,Health Post,Nuwakot
14402,Chaughada SHP,Health Post,Nuwakot
14403,Chauthe SHP,Health Post,Nuwakot
14404,Chhap SHP,Health Post,Nuwakot
14405,Dangsing SHP,Health Post,Nuwakot
14406,Duipipal HP,Health Post,Nuwakot
14407,Thap Duipipal SHP,Health Post,Nuwakot
14408,Ganeshthan SHP,Health Post,Nuwakot
14409,Gaunkharka SHP,Health Post,Nuwakot
14410,Gerkhu SHP,Health Post,Nuwakot
14411,Ghyangphedi HP,Health Post,Nuwakot
14412,Gorsyang HP,Health Post,Nuwakot
14413,Jiling SHP,Health Post,Nuwakot
14414,Kiran Polyclinic Pvt. Ltd.,Clinic,Nuwakot
14415,Kabilas HP,Health Post,Nuwakot
14416,Kalikahalde HP,Health Post,Nuwakot
14417,Kalyanpur SHP,Health Post,Nuwakot
14418,Kaule HP,Health Post,Nuwakot
14419,Khadag Bhanjyang HP,Health Post,Nuwakot
14420,Kintang SHP,Health Post,Nuwakot
14421,Kumari SHP,Health Post,Nuwakot
14422,Lachyang HP,Health Post,Nuwakot
14423,Sallemaidan HP,Health Post,Nuwakot
14424,Madanpur SHP,Health Post,Nuwakot
14426,Fikuri HP,Health Post,Nuwakot
14427,Manakamana SHP,Health Post,Nuwakot
14428,Thap Manakamana SHP,Health Post,Nuwakot
14429,Narjamandap SHP,Health Post,Nuwakot
14430,Okharpauwa SHP,Health Post,Nuwakot
14431,Sisdol HP,Health Post,Nuwakot
14432,Panchkanya SHP,Health Post,Nuwakot
14433,Ralukadevi SHP,Health Post,Nuwakot
14434,Ratmate SHP,Health Post,Nuwakot
14435,Rautbesi HP,Health Post,Nuwakot
14436,Salme SHP,Health Post,Nuwakot
14437,Thap Samari SHP,Health Post,Nuwakot
14438,Samari HP,Health Post,Nuwakot
14439,Samundratar HP,Health Post,Nuwakot
14440,Shikharbesi HP,Health Post,Nuwakot
14441,Sikre SHP,Health Post,Nuwakot
14442,Samundradevi SHP,Health Post,Nuwakot
14444,Sunkhani SHP,Health Post,Nuwakot
14445,Suryamati SHP,Health Post,Nuwakot
14446,Talakhu SHP,Health Post,Nuwakot
14447,Taruka HP,Health Post,Nuwakot
14448,Thanapati SHP,Health Post,Nuwakot
14449,Thansing SHP,Health Post,Nuwakot
14450,Thaprek SHP,Health Post,Nuwakot
14451,Tupche SHP,Health Post,Nuwakot
14452,Urleni HP,Health Post,Nuwakot
14547,Madhurijabdi SHP,Health Post,Nuwakot
14569,Pipradhigoth SHP,Health Post,Nuwakot
16285,Health Post,Health Post,Nuwakot
55266,Balkumari Hp,Basic Health Service Centre,Nuwakot
55267,Beteni Hp,Basic Health Service Centre,Nuwakot
55268,Gaunkharka Hp,Basic Health Service Centre,Nuwakot
55269,Ghyangphedi Hp,Basic Health Service Centre,Nuwakot
55270,Rautbesi Hp,Basic Health Service Centre,Nuwakot
55271,Samundratar Hp,Basic Health Service Centre,Nuwakot
55272,Shikharbesi Hp,Basic Health Service Centre,Nuwakot
55273,Kutusang Community Health Center_ Nuwakot,Basic Health Service Centre,Nuwakot
55274,Sundaradevi Health Post,Basic Health Service Centre,Nuwakot
55275,Narjamandap Health Post,Basic Health Service Centre,Nuwakot
55276,Ralukadevi Health Post,Basic Health Service Centre,Nuwakot
55277,Urleni Hp,Health Post,Nuwakot
55278,Tadi Basic Hospital,Basic Hospital (5 to 15 beds),Nuwakot
55279,Bageswori Hp,Health Post,Nuwakot
55280,Ganeshthan Hp,Health Post,Nuwakot
55281,Haldekalika Hp,Health Post,Nuwakot
55282,Lachyang Hp,Health Post,Nuwakot
55283,Panchakanya Community Hospital,General Hospital,Nuwakot
55284,Marie Stopes Centre Bidur Municipality_Nuwakot,,Nuwakot
55285,Psi Nepal Bidur Municipality_Nuwakot,,Nuwakot
55286,Community Health Unit Tupche,Basic Health Service Centre,Nuwakot
55287,Community Health Unit 12,Basic Health Service Centre,Nuwakot
55288,Charghare Hp,Basic Health Service Centre,Nuwakot
55289,Gerkhu Hp,Basic Health Service Centre,Nuwakot
55290,Kalyanpur Hp,Basic Health Service Centre,Nuwakot
55291,Khadag Bhanjyang Hp,Basic Health Service Centre,Nuwakot
55292,Nuwakot Hp,Basic Health Service Centre,Nuwakot
55293,Tupche Hp,Basic Health Service Centre,Nuwakot
55294,Mch Clinic Bidur,Basic Health Service Centre,Nuwakot
55295,Urban Health Center 6,Basic Health Service Centre,Nuwakot
55296,Urban Health Center 9,Basic Health Service Centre,Nuwakot
55297,Community Health Unit 3,Basic Health Service Centre,Nuwakot
55298,Urban Health Center_ Bidur-5_ Nuwakot,Basic Health Service Centre,Nuwakot
55299,Trishuli Dental Care Pvt.Ltd._ Nuwakot,Medical Centre,Nuwakot
55300,"Nuwakot City Hosptial Bidur-3, Nuwakot",General Hospital,Nuwakot
55301,Nuwakot Hospital Pvt.Ltd.L_Nuwakot,General Hospital,Nuwakot
55302,Nuwakot Sanjivani Hospital Nuwakot,General Hospital,Nuwakot
55303,"Aamthang Primary Thc, Kalyanpur-2, Nuwakot",,Nuwakot
55304,Battar Sanjibani Poly Clinic_ Bidur_ Nuwakot,Poly Clinic,Nuwakot
55305,Bhalche Hp_Nuwakot,Basic Health Service Centre,Nuwakot
55306,Fikuri Hp_Nuwakot,Basic Health Service Centre,Nuwakot
55307,Kaule Hp Nuwakot,Basic Health Service Centre,Nuwakot
55308,Manakamana Hp Nuwakot,Basic Health Service Centre,Nuwakot
55309,Salme Hp_Nuwakot,Basic Health Service Centre,Nuwakot
55310,Thap Manakamana Hp_Nuwakot,Basic Health Service Centre,Nuwakot
55311,Barsunchet Hp_Nuwakot,Health Post,Nuwakot
55312,Bungtang Hp_Nuwakot,Health Post,Nuwakot
55313,Kintang Hp_Nuwakot,Health Post,Nuwakot
55314,Samari Hp _Nuwakot,Health Post,Nuwakot
55315,Thap Samari Hp_Nuwakot,Health Post,Nuwakot
55316,Deurali Phc _Nuwakot,Primary Health Center,Nuwakot
55317,Taruka Aayurved Dispensary,Basic Health Service Centre,Nuwakot
55318,Budhasing Hp_Nuwakot,Basic Health Service Centre,Nuwakot
55319,Dangsing Hp_Nuwakot,Basic Health Service Centre,Nuwakot
55320,Gorsyang Hp_Nuwakot,Basic Health Service Centre,Nuwakot
55321,Taruka Hp_Nuwakot,Basic Health Service Centre,Nuwakot
55322,Thap Budhasing Hp_Nuwakot,Health Post,Nuwakot
55324,"Community Health Unit, Belkot-9, Nuwakot",Basic Health Service Centre,Nuwakot
55325,Belkot Hp_Nuwakot,Basic Health Service Centre,Nuwakot
55326,Duipipal Hp_Nuwakot,Basic Health Service Centre,Nuwakot
55327,Jiling Hp_Nuwakot,Basic Health Service Centre,Nuwakot
55328,Kumari Hp_Nuwakot,Basic Health Service Centre,Nuwakot
55329,Madanpur Hp_Nuwakot,Basic Health Service Centre,Nuwakot
55330,Ratmate Hp_Nuwakot,Basic Health Service Centre,Nuwakot
55331,Thap Duipipal Hp_Nuwakot,Basic Health Service Centre,Nuwakot
55332,Sukuman Memorial Poly Clinic Kumari_ Nuwakot,Poly Clinic,Nuwakot
55333,Thansing Aayurved Ausadhalaya,Basic Ayurveda Service Centre,Nuwakot
55334,Chaughada Hp_Nuwakot,Basic Health Service Centre,Nuwakot
55335,Khanigaun Hp_Nuwakot,Basic Health Service Centre,Nuwakot
55336,Suryamati Hp_Nuwakot,Basic Health Service Centre,Nuwakot
55337,Bhadratar Hp_Nuwakot,Basic Health Service Centre,Nuwakot
55338,Kabilas Hp Nuwakot,Health Post,Nuwakot
55340,Thaprek Health Post Nuwakot,Basic Health Service Centre,Nuwakot
55341,Kiran Polyclinic Pvt. Ltd._Nuwakot,Basic Health Service Centre,Nuwakot
55342,"Community Health Unit, Talakhu-6, Nuwakot",Community Health Unit,Nuwakot
55343,Community Health Unit_Samundradevi_Nuwakot,??????????????????????????????? ???????????,25
55344,Chhap Hp_Nuwakot,Basic Health Service Centre,Nuwakot
55345,Mahakali Hp_Nuwakot,??????????????????????????????? ???????????,25
55346,Sallemaidan Hp_Nuwakot,??????????????????????????????? ???????????,25
55347,Samundradevi Hp_Nuwakot,??????????????????????????????? ???????????,25
55348,Sikre Hp_Nuwakot,??????????????????????????????? ???????????,25
55349,Sunkhani Hp_Nuwakot,??????????????????????????????? ???????????,25
55350,Talakhu Hp_Nuwakot,??????????????????????????????? ???????????,25
55351,Thanapati Hp_Nuwakot,??????????????????????????????? ???????????,25
55352,Chaturale Health Post Kakani,Basic Health Service Centre,Nuwakot
55353,Chauthe Hp_Nuwakot,Health Post,Nuwakot
55354,Okharpauwa Hp_Nuwakot,Basic Health Service Centre,Nuwakot
55355,Sisdol Hp _Nuwakot,Health Post,Nuwakot
55356,Thansing Hp_Nuwakot,Health Post,Nuwakot
55357,Kakani Phc _Nuwakot,Primary Health Center,Nuwakot
58721,"Baniyatar Health Post, Panchakanya 01, Nuwakot",Basic Health Service Center,Nuwakot
58742,Bagarbazar Chu_Nuwakot,Basic Health Service Centre,Nuwakot
58792,Bohore Basic Health Service Centre,Basic Health Service Centre,Nuwakot
58793,Thansingh Chu_Nuwakot,Basic Health Service Centre,Nuwakot
62021,"Community Health Unit, Tarakeshwor 2",Basic Health Service Centre,Nuwakot
62022,"Basic Health Care Service Center, Majuwa 6",Basic Health Service Centre,Nuwakot
62074,Nigale Chu,Basic Health Service Centre,Nuwakot
62075,Purgau Chu,Basic Health Service Centre,Nuwakot
62076,Aduwabari Chu,Basic Health Service Centre,Nuwakot
62077,Odare Chu,Basic Health Service Centre,Nuwakot
62078,Nayachepar Chu,Basic Health Service Centre,Nuwakot
62079,Karejung Chu,Basic Health Service Centre,Nuwakot
62174,Jarung Basic Health Service Center,??????????????????????????????? ???????????,25
62213,Urleni Health Post,Basic Health Service Centre,Nuwakot
62289,"Basic Health Service Center, 8",Basic Health Service Centre,Nuwakot
64447,Dhikure Aayurved Ausadhalaya,Basic Ayurveda Service Centre,Nuwakot
66535,"Basic Health Service Center, Dadakharka",Basic Health Service Centre,Nuwakot
66721,Panchakanya Hospital,Basic Hospital (5 to 15 beds),Nuwakot
66722,Urban Health Centre Bidur-1,Basic Health Service Centre,Nuwakot
66723,Besikatheri Chu,Basic Health Service Centre,Nuwakot
66731,Urban Health Center 1,Basic Health Service Centre,Nuwakot
66732,Urban Health Center-4,Basic Health Service Centre,Nuwakot
66733,Urban Health Center-8,Basic Health Service Centre,Nuwakot
66734,Urban Health Center-10,Basic Health Service Centre,Nuwakot
66998,Raluka Aayurved Aausadhalaya,Basic Ayurveda Service Centre,Nuwakot
66999,Sundara Tame Aayurved Aausadhalaya,Basic Ayurveda Service Centre,Nuwakot
67000,Narjamandap Aayurved Aausadhalaya,Basic Ayurveda Service Centre,Nuwakot
67001,Urleni Health Post,Basic Health Service Centre,Nuwakot
67002,Community Health Unit Chilaunegau,Basic Health Service Centre,Nuwakot
67003,Simtang Chu,Basic Health Service Centre,Nuwakot
67007,Kuwapani Chu,Basic Health Service Centre,Nuwakot
67008,Kuwapani Chu,Basic Health Service Centre,Nuwakot
67009,Kuwapani Chu,Basic Health Service Centre,Nuwakot
67010,Bungtang,Basic Health Service Centre,Nuwakot
67011,Kimtang Health Post,Basic Health Service Centre,Nuwakot
67012,Bhairabi C.H.U.,Basic Health Service Centre,Nuwakot
67013,"Basic Health Unit,Darshantaar",Basic Health Service Centre,Nuwakot
67014,Nagarik Aarogya Sewa Kendra,Basic Ayurveda Service Centre,Nuwakot
67017,"Basic Health Unit,Nigleni",Basic Health Service Centre,Nuwakot
67018,"Basic Health Unit,Dadakhark",Basic Health Service Centre,Nuwakot
67019,"Basic Health Unit,Phirkepkot",Basic Health Service Centre,Nuwakot
67020,"Basic Health Unit,Seldada",Basic Health Service Centre,Nuwakot
67231,Simbandi Community Health Unit,Basic Health Service Centre,Nuwakot
11046,Bhorle SHP,Health Post,Rasuwa
11047,Bridhim HP,Health Post,Rasuwa
11048,Thambuchet HP,Health Post,Rasuwa
11049,Dandagoun HP,Health Post,Rasuwa
11050,"District Hospital , Rasuwa",Hospital,Rasuwa
11051,Rasuwa HP,Health Post,Rasuwa
11052,Gatlang SHP,Health Post,Rasuwa
11053,Goljung HP,Health Post,Rasuwa
11054,Haku SHP,Health Post,Rasuwa
11055,Jibjibe PHC,Primary Health Care Center,Rasuwa
11056,Laharepouwa HP,Health Post,Rasuwa
11057,Langtang HP,Health Post,Rasuwa
11058,Ramche HP,Health Post,Rasuwa
11059,Parchyang HP,Health Post,Rasuwa
11060,Syafrubesi HP,Health Post,Rasuwa
11061,Thulogoun SHP,Health Post,Rasuwa
11062,Thuman SHP,Health Post,Rasuwa
11063,Timure HP,Health Post,Rasuwa
11064,Yarsa SHP,Health Post,Rasuwa
12132,Destrict Community Eye Center,Other,Rasuwa
12133,"2,900,540,101",Hospital,Rasuwa
12134,FK Health Clinic,Other,Rasuwa
12135,Kalika Community Hospital,Hospital,Rasuwa
12136,Kalika Pharmacy,Medical/Pharmecy,Rasuwa
12137,Mountain Fund Clinic,Other,Rasuwa
12138,Panta Medical Hall,Clinic,Rasuwa
16353,Kalika Community Hospital,Hospital,Rasuwa
17469,Dhunche Pharmacy,Pharmacy,Rasuwa
17471,Rasuwa District Hospital,Hospital,Rasuwa
18056,Langtang Valley Clinic,Clinic,Rasuwa
55230,Handicap International,Clinic (Dental/Eye/Medical????.),Rasuwa
55231,District Aayurved Health Center,Ayurveda Health Center (General Ayurveda Hospital),Rasuwa
55232,District Hospital Rasuwa,General Hospital,Rasuwa
55233,Bridhim Health Post,Basic Health Service Centre,Rasuwa
55234,Langtang Health Post Rasuwa,Basic Health Service Centre,Rasuwa
55235,Rasuwa Health Post Rasuwa,Basic Health Service Centre,Rasuwa
55236,Syafrubesi Health Post Rasuwa,Basic Health Service Centre,Rasuwa
