Id,OBJECTID,new_ward_n,GaPa_NaP_1,Type_GN,type_en,DISTRICT,hlcit_code,munid,districtid,state
0,5958,12.000000,Bidur,Nagarpalika,Urban Municipality,NUWAKOT,524 3 28 3 001,302.000000,28.000000,3.000000
0,5953,6.000000,Bidur,Nagarpalika,Urban Municipality,NUWAKOT,524 3 28 3 001,302.000000,28.000000,3.000000
0,5958,12.000000,Bidur,Nagarpalika,Urban Municipality,NUWAKOT,524 3 28 3 001,302.000000,28.000000,3.000000
0,5958,12.000000,Bidur,Nagarpalika,Urban Municipality,NUWAKOT,524 3 28 3 001,302.000000,28.000000,3.000000
0,5953,6.000000,Bidur,Nagarpalika,Urban Municipality,NUWAKOT,524 3 28 3 001,302.000000,28.000000,3.000000
