id,title,type,DISTRICT_max,GAPA_NAPA_min,Long,Lat
55345,Mahakali Hp_Nuwakot,आधारभूत स्वास्थ्य सेवा केन्द्र,NUWAKOT,Bidur,85.1661,27.9172
55347,Samundradevi Hp_Nuwakot,आधारभूत स्वास्थ्य सेवा केन्द्र,NUWAKOT,Bidur,85.1661,27.9172
55348,Sikre Hp_Nuwakot,आधारभूत स्वास्थ्य सेवा केन्द्र,NUWAKOT,Bidur,85.1661,27.9172
55349,Sunkhani Hp_Nuwakot,आधारभूत स्वास्थ्य सेवा केन्द्र,NUWAKOT,Bidur,85.1661,27.9172
55350,Talakhu Hp_Nuwakot,आधारभूत स्वास्थ्य सेवा केन्द्र,NUWAKOT,Bidur,85.1661,27.9172
55351,Thanapati Hp_Nuwakot,आधारभूत स्वास्थ्य सेवा केन्द्र,NUWAKOT,Bidur,85.1661,27.9172
55353,Chauthe Hp_Nuwakot,Health Post,NUWAKOT,Bidur,85.1661,27.9172
55354,Okharpauwa Hp_Nuwakot,Basic Health Service Centre,NUWAKOT,Bidur,85.1661,27.9172
55356,Thansing Hp_Nuwakot,Health Post,NUWAKOT,Bidur,85.1661,27.9172
55357,Kakani Phc _Nuwakot,Primary Health Center,NUWAKOT,Bidur,85.1661,27.9172
58721,"Baniyatar Health Post, Panchakanya 01, Nuwakot",Basic Health Service Center,NUWAKOT,Bidur,85.1661,27.9172
66722,Urban Health Centre Bidur-1,Basic Health Service Centre,NUWAKOT,Bidur,85.155278,27.923747
66731,Urban Health Center 1,Basic Health Service Centre,NUWAKOT,Bidur,85.155278,27.923747
66732,Urban Health Center-4,Basic Health Service Centre,NUWAKOT,Bidur,85.141591,27.898507
66733,Urban Health Center-8,Basic Health Service Centre,NUWAKOT,Bidur,85.14182,27.943444
66734,Urban Health Center-10,Basic Health Service Centre,NUWAKOT,Bidur,85.15796,27.934017
67019,"Basic Health Unit,Phirkepkot",Basic Health Service Centre,NUWAKOT,Tarkeshwar,85.09,27.91
14393,Bhalche SHP,Health Post,NUWAKOT,Kispang,85.11161,28.025961
14436,Salme SHP,Health Post,NUWAKOT,Kispang,85.086868,28.0292
14405,Dangsing SHP,Health Post,NUWAKOT,Tarkeshwar,85.033409,27.905939
14447,Taruka HP,Health Post,NUWAKOT,Tarkeshwar,85.00634,27.880699
55317,Taruka Aayurved Dispensary,Basic Health Service Centre,NUWAKOT,Tarkeshwar,85.0063,27.8807
62021,"Community Health Unit, Tarakeshwor 2",Basic Health Service Centre,NUWAKOT,Tarkeshwar,85.011071,27.866875
62022,"Basic Health Care Service Center, Majuwa 6",Basic Health Service Centre,NUWAKOT,Tarkeshwar,85.0063,27.8807
67017,"Basic Health Unit,Nigleni",Basic Health Service Centre,NUWAKOT,Tarkeshwar,85.05,27.91
67018,"Basic Health Unit,Dadakhark",Basic Health Service Centre,NUWAKOT,Tarkeshwar,85.06,27.91
67020,"Basic Health Unit,Seldada",Basic Health Service Centre,NUWAKOT,Tarkeshwar,85.02,27.92
14932,Chandibhanjyang HP,Health Post,CHITAWAN,Ichchhyakamana,84.561996,27.80884
14933,Pamdanda SHP,Health Post,CHITAWAN,Ichchhyakamana,84.577103,27.837879
14934,Dahakhani HP,Health Post,CHITAWAN,Ichchhyakamana,84.529953,27.78618
14935,Mankamana Community Polyclinic Pvt.ltd.,Clinic,CHITAWAN,Ichchhyakamana,84.631531,27.86854
14936,Darechok SHP,Health Post,CHITAWAN,Ichchhyakamana,84.62664,27.87076
62374,Shahid Ganesh Gitanagar Health Post,Basic Health Service Centre,CHITAWAN,Ichchhyakamana,84.562163,27.808811
62387,Krishnapur Basic Health Center,Basic Health Service Centre,CHITAWAN,Ichchhyakamana,84.544868,27.743926
64458,Chandibhanjyang Hp Chitawan,Health Post,CHITAWAN,Ichchhyakamana,84.561981,27.808804
64459,Dahakhani Hp_Chitawan,Basic Health Service Centre,CHITAWAN,Ichchhyakamana,84.531975,27.786242
64460,Ichchhakamana Basic Hospital,Basic Hospital (5 to 15 beds),CHITAWAN,Ichchhyakamana,84.626999,27.870356
64462,Pamdanda Hp_Chitawan,Health Post,CHITAWAN,Ichchhyakamana,84.561707,27.854677
65271,Majhgawn  Basis Health Service Centre,Basic Health Service Centre,CHITAWAN,Ichchhyakamana,84.638985,27.834414
65272,"Syandi Basis Health Service,Chitwan",Basic Health Service Centre,CHITAWAN,Ichchhyakamana,84.544998,27.744452
67042,Ichchhakamana Polyclinic Pvt Ltd,Homeopathy Hospital,CHITAWAN,Ichchhyakamana,84.623482,27.872022
67093,Koldanda Chu,Basic Health Service Centre,GORKHA,Gandaki,84.64441,27.87525
13854,Bhumlichok SHP,Health Post,GORKHA,Gandaki,84.696419,27.84774
13862,Darbhung SHP,Health Post,GORKHA,Gandaki,84.74881,27.871941
13867,Fujel SHP,Health Post,GORKHA,Gandaki,84.706497,27.91046
13870,Ghairung SHP,Health Post,GORKHA,Sahid Lakhan,84.666389,27.92658
13912,Makaising PHC,Primary Health Care Center,GORKHA,Gandaki,84.669617,27.886841
13913,Tanglichok SHP,Health Post,GORKHA,Gandaki,84.688507,27.884809
56956,Tanglichok Health Post,Basic Health Service Centre,GORKHA,Gandaki,84.6885,27.8848
59035,Bhumlichok Hp,Health Post,GORKHA,Gandaki,84.6697,27.887
67089,Ghairung Health Post,Basic Health Service Centre,GORKHA,Sahid Lakhan,84.666333,27.925925
67107,Taklung Basic Health Centre,Basic Health Service Centre,GORKHA,Sahid Lakhan,84.636661,27.925365
13852,Bakrang SHP,Health Post,GORKHA,Sahid Lakhan,84.590912,27.9363
13857,Bunkot HP,Health Post,GORKHA,Sahid Lakhan,84.675217,27.972601
13887,Manakamana SHP,Health Post,GORKHA,Sahid Lakhan,84.571419,27.889681
